run_id,seed,model,persona,memory_type,risk_aversion,risk_aversion_level,aggressiveness,aggressiveness_level,profit_orientation,profit_orientation_level,timestamp,period,step,agent_id,agent_type,action,submitted_price,reservation_value,matched,trade_price,counterparty,profit
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,S3,seller,ask,13,12,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B18,buyer,bid,14,17,True,13,S3,4
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B9,buyer,bid,1,13,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B16,buyer,bid,2,20,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B12,buyer,bid,3,13,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B21,buyer,bid,4,15,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B6,buyer,bid,5,15,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B8,buyer,bid,6,15,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B20,buyer,bid,7,17,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B11,buyer,bid,8,20,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,B14,buyer,bid,9,17,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,S2,seller,ask,13,12,False,,,
1,42,gemma3-27b,baseline,baseline,none,0,none,0,very_conservative,1,20260427_113928,1,1,S4,seller,ask,13,12,False,,,
