1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B13,buyer,bid,1,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B1,buyer,bid,2,15,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B15,buyer,bid,15,15,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B4,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B22,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,S2,seller,ask,15,12,True,15,B15,3
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B12,buyer,bid,8,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B7,buyer,bid,19,20,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B16,buyer,bid,20,20,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B6,buyer,bid,8,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,S1,seller,ask,20,12,True,20,B16,8
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,S3,seller,ask,15,12,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,S4,seller,ask,16,12,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B2,buyer,bid,15,15,True,15,S3,0
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B5,buyer,bid,17,17,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B14,buyer,bid,20,20,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B9,buyer,bid,1,20,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B10,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B17,buyer,bid,1,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,1,B3,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,S4,seller,ask,15,12,True,20,B14,8
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B19,buyer,bid,15,15,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,S3,seller,ask,15,12,True,15,B19,3
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B4,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B6,buyer,bid,0,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B3,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B10,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B13,buyer,bid,0,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B9,buyer,bid,1,20,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B20,buyer,bid,13,13,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,S1,seller,ask,20,12,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B7,buyer,bid,20,20,True,20,S1,0
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B23,buyer,bid,13,13,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B11,buyer,bid,17,17,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B21,buyer,bid,17,17,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B24,buyer,bid,17,17,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B12,buyer,bid,8,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B17,buyer,bid,1,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B18,buyer,bid,13,13,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,2,B22,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B22,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B21,buyer,bid,17,17,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B20,buyer,bid,13,13,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B3,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B12,buyer,bid,8,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,S3,seller,ask,15,12,True,17,B11,5
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B13,buyer,bid,0,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B5,buyer,bid,17,17,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,S1,seller,ask,20,12,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B9,buyer,bid,1,20,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B4,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,S2,seller,ask,12,12,True,17,B5,5
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,S4,seller,ask,17,12,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,3,B17,buyer,bid,4,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B23,buyer,bid,13,13,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,S4,seller,ask,17,12,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B17,buyer,bid,4,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,S3,seller,ask,17,12,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B12,buyer,bid,8,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B9,buyer,bid,1,20,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B13,buyer,bid,0,8,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B21,buyer,bid,17,17,True,17,S4,0
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,S1,seller,ask,20,12,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B4,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B22,buyer,bid,0,0,False,,,
1,100,mixtral-8x22b,baseline,20260329_224510,1,4,B3,buyer,bid,0,0,False,,,
