run_id,seed,model,persona,timestamp,period,step,agent_id,agent_type,action,submitted_price,reservation_value,matched,trade_price,counterparty,profit
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B1,buyer,bid,13,13,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B22,buyer,bid,17,20,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,S4,seller,ask,13,12,True,17,B22,5
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,S3,seller,ask,13,12,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B24,buyer,bid,14,20,True,13,S3,7
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B18,buyer,bid,5,8,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B17,buyer,bid,6,8,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,S2,seller,ask,13,12,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B11,buyer,bid,6,13,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B8,buyer,bid,14,15,True,13,S2,2
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B20,buyer,bid,14,17,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B21,buyer,bid,15,17,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B5,buyer,bid,11,13,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B23,buyer,bid,16,17,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B19,buyer,bid,14,15,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B14,buyer,bid,14,15,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B15,buyer,bid,17,20,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B12,buyer,bid,18,20,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,S1,seller,ask,13,12,True,18,B12,6
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B9,buyer,bid,12,15,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,1,B16,buyer,bid,16,17,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,2,B14,buyer,bid,15,15,False,,,
1,9999,gemma3-4b,baseline+refined,20260412_165929,1,2,B16,buyer,bid,15,17,False,,,
