run_id,seed,model,persona,memory_type,timestamp,period,step,agent_id,agent_type,action,submitted_price,reservation_value,matched,trade_price,counterparty,profit
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B9,buyer,bid,13,13,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B21,buyer,bid,14,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B6,buyer,bid,15,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B20,buyer,bid,16,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B11,buyer,bid,17,20,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,S2,seller,ask,17,12,True,17,B11,5
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,S4,seller,ask,16,12,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B23,buyer,bid,17,20,True,16,S4,4
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B7,buyer,bid,1,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B10,buyer,bid,2,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B19,buyer,bid,3,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B2,buyer,bid,4,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,S1,seller,ask,15,12,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B22,buyer,bid,5,20,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B5,buyer,bid,6,13,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,1,B15,buyer,bid,7,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B8,buyer,bid,8,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B2,buyer,bid,9,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,S3,seller,ask,14,12,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,S4,seller,ask,13,12,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B16,buyer,bid,14,20,True,13,S4,7
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B10,buyer,bid,3,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,S1,seller,ask,13,12,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B14,buyer,bid,4,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B22,buyer,bid,6,20,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B5,buyer,bid,7,13,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B18,buyer,bid,8,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,2,B1,buyer,bid,9,13,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,3,B6,buyer,bid,14,15,True,13,S1,2
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,3,B19,buyer,bid,4,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,3,B22,buyer,bid,7,20,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,3,B8,buyer,bid,9,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,3,B21,buyer,bid,14,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,3,S2,seller,ask,13,12,True,14,B21,2
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,3,B15,buyer,bid,9,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,3,B20,buyer,bid,16,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,4,B10,buyer,bid,4,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,4,B18,buyer,bid,17,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,4,S3,seller,ask,13,12,True,17,B18,5
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,4,B22,buyer,bid,8,20,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,4,S1,seller,ask,12,12,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,4,B1,buyer,bid,9,13,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,5,B14,buyer,bid,10,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,5,B15,buyer,bid,11,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,5,B2,buyer,bid,12,17,True,12,S1,5
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,5,B22,buyer,bid,9,20,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,6,B22,buyer,bid,10,20,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,6,B1,buyer,bid,11,13,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,7,B8,buyer,bid,12,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,7,B14,buyer,bid,13,17,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,7,S2,seller,ask,13,12,True,13,B14,1
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,7,B7,buyer,bid,7,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,8,B19,buyer,bid,7,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,1,8,B10,buyer,bid,7,8,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,2,1,B23,buyer,bid,13,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,2,1,B2,buyer,bid,14,20,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,2,1,S3,seller,ask,13,12,True,14,B2,2
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,2,1,B21,buyer,bid,14,15,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,2,1,S2,seller,ask,13,12,True,14,B21,2
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,2,1,S1,seller,ask,13,12,False,,,
1,42,qwen2.5-coder-32B,baseline+refined,refined,20260413_091329,2,1,B22,buyer,bid,14,17,True,13,S1,4
