run_id,seed,model,persona,timestamp,period,step,agent_id,agent_type,action,submitted_price,reservation_value,matched,trade_price,counterparty,profit
1,42,codellama-70B,baseline,20260401_153556,1,1,B18,buyer,bid,0,17,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,B9,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,B12,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,B21,buyer,bid,13,15,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,B8,buyer,bid,13,15,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,B11,buyer,bid,20,20,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,S2,seller,ask,12,12,True,20,B11,8
1,42,codellama-70B,baseline,20260401_153556,1,1,B17,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,B1,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,B22,buyer,bid,0,20,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,1,B5,buyer,bid,1,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,2,B17,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,2,B12,buyer,bid,12,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,2,B22,buyer,bid,0,20,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,2,B5,buyer,bid,1,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,2,B21,buyer,bid,14,15,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,2,B1,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,3,B12,buyer,bid,12,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,3,B22,buyer,bid,0,20,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,3,B1,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,3,B4,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,3,B9,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,3,B17,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,3,B14,buyer,bid,17,17,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,3,B5,buyer,bid,1,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,4,B12,buyer,bid,12,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,4,B4,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,4,B17,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,4,B5,buyer,bid,1,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,4,B14,buyer,bid,17,17,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,4,B22,buyer,bid,0,20,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,4,B9,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,4,B1,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,5,B1,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,5,B17,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,5,B4,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,5,B9,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,5,B14,buyer,bid,17,17,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,5,B12,buyer,bid,12,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,5,B5,buyer,bid,1,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,6,B12,buyer,bid,12,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,6,B17,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,6,B9,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,6,B5,buyer,bid,1,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,6,B14,buyer,bid,17,17,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,6,B1,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,1,6,B4,buyer,bid,0,0,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,B6,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,B2,buyer,bid,13,20,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,B3,buyer,bid,13,17,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,S4,seller,ask,12,12,True,13,B6,1
1,42,codellama-70B,baseline,20260401_153556,2,1,B1,buyer,bid,0,15,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,B20,buyer,bid,5,8,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,B7,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,B21,buyer,bid,8,8,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,B19,buyer,bid,13,13,False,,,
1,42,codellama-70B,baseline,20260401_153556,2,1,S3,seller,ask,12,12,True,13,B7,1
1,42,codellama-70B,baseline,20260401_153556,2,2,B21,buyer,bid,8,8,False,,,
