run_id,seed,model,persona,memory_type,temperature,risk_aversion,risk_aversion_level,aggressiveness,aggressiveness_level,profit_orientation,profit_orientation_level,timestamp,period,step,agent_id,agent_type,action,submitted_price,reservation_value,matched,trade_price,counterparty,profit
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B23,buyer,bid,10,13,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B9,buyer,bid,11,15,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B15,buyer,bid,12,17,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B22,buyer,bid,13,20,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B6,buyer,bid,14,15,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B4,buyer,bid,15,17,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B2,buyer,bid,16,20,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,S2,seller,ask,17,12,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B13,buyer,bid,18,20,True,17,S2,3
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,S1,seller,ask,18,12,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B16,buyer,bid,7,8,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B11,buyer,bid,19,20,True,18,S1,2
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B3,buyer,bid,7,8,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B21,buyer,bid,8,15,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B10,buyer,bid,9,17,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,S4,seller,ask,16,12,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B14,buyer,bid,7,8,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,S3,seller,ask,15,12,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,1,B20,buyer,bid,7,8,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B23,buyer,bid,11,13,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B22,buyer,bid,16,20,True,15,S3,5
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B1,buyer,bid,13,13,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B20,buyer,bid,8,8,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B17,buyer,bid,15,15,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,S1,seller,ask,17,12,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,S3,seller,ask,14,12,True,15,B17,3
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B5,buyer,bid,17,17,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B10,buyer,bid,10,17,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,S2,seller,ask,16,12,True,17,B5,5
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B4,buyer,bid,16,17,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B16,buyer,bid,8,8,False,,,
1,0,gemma3-27b,baseline,baseline,0.7,none,0,none,0,none,0,20260620_140559,1,2,B3,buyer,bid,8,8,False,,,
