run_id,seed,model,persona,memory_type,timestamp,period,step,agent_id,agent_type,action,submitted_price,reservation_value,matched,trade_price,counterparty,profit
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,S4,seller,ask,13,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B24,buyer,bid,14,20,True,13,S4,7
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B9,buyer,bid,14,17,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B23,buyer,bid,7,8,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,S2,seller,ask,13,12,True,14,B9,2
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B11,buyer,bid,15,20,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B14,buyer,bid,16,17,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B22,buyer,bid,17,17,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B2,buyer,bid,18,20,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,S3,seller,ask,15,12,True,18,B2,6
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B15,buyer,bid,19,20,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,S1,seller,ask,13,12,True,19,B15,7
1,72,gemma3-27b,baseline,refined,20260420_105659,1,1,B20,buyer,bid,7,8,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,B6,buyer,bid,15,15,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,B11,buyer,bid,16,20,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,S4,seller,ask,14,12,True,16,B11,4
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,S2,seller,ask,13,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,S3,seller,ask,16,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,B14,buyer,bid,17,17,True,13,S2,4
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,S1,seller,ask,17,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,B8,buyer,bid,7,8,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,B20,buyer,bid,8,8,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,2,B1,buyer,bid,13,13,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B8,buyer,bid,8,8,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B7,buyer,bid,0,0,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B18,buyer,bid,14,15,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,S4,seller,ask,15,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B17,buyer,bid,16,17,True,15,S4,2
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B5,buyer,bid,13,13,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B23,buyer,bid,8,8,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B16,buyer,bid,14,15,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B10,buyer,bid,13,13,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B3,buyer,bid,7,8,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,S3,seller,ask,15,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,S1,seller,ask,16,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,S2,seller,ask,12,12,True,14,B16,2
1,72,gemma3-27b,baseline,refined,20260420_105659,1,3,B22,buyer,bid,17,17,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,4,S2,seller,ask,13,12,True,17,B22,5
1,72,gemma3-27b,baseline,refined,20260420_105659,1,4,B12,buyer,bid,13,13,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,4,S3,seller,ask,14,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,4,S1,seller,ask,15,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,4,B18,buyer,bid,15,15,True,14,S3,1
1,72,gemma3-27b,baseline,refined,20260420_105659,1,4,S4,seller,ask,14,12,False,,,
1,72,gemma3-27b,baseline,refined,20260420_105659,1,5,B6,buyer,bid,14,15,True,14,S4,1
1,72,gemma3-27b,baseline,refined,20260420_105659,1,5,B3,buyer,bid,7,8,False,,,
