run_id,seed,model,persona,timestamp,period,step,agent_id,agent_type,action,submitted_price,reservation_value,matched,trade_price,counterparty,profit
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B18,buyer,bid,1,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B13,buyer,bid,2,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B10,buyer,bid,3,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B22,buyer,bid,4,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B8,buyer,bid,5,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B4,buyer,bid,6,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B9,buyer,bid,7,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B23,buyer,bid,8,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B3,buyer,bid,9,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B20,buyer,bid,10,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B7,buyer,bid,11,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B14,buyer,bid,12,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B12,buyer,bid,13,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,S1,seller,ask,13,12,True,13,B12,1
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B15,buyer,bid,14,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,B16,buyer,bid,15,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,2,S4,seller,ask,13,12,True,15,B16,3
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,3,S3,seller,ask,13,12,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,3,S2,seller,ask,12,12,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,3,B15,buyer,bid,13,20,True,12,S2,8
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,3,B1,buyer,bid,7,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,3,B4,buyer,bid,8,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,3,B21,buyer,bid,9,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,4,B14,buyer,bid,13,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,4,B7,buyer,bid,14,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,4,B8,buyer,bid,14,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,4,B13,buyer,bid,15,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,4,S3,seller,ask,12,12,True,15,B13,3
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,4,B10,buyer,bid,4,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,5,B10,buyer,bid,5,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,5,B1,buyer,bid,6,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,5,B3,buyer,bid,7,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,5,B2,buyer,bid,8,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,5,B20,buyer,bid,9,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,5,B9,buyer,bid,10,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,5,B18,buyer,bid,11,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,5,B21,buyer,bid,12,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,6,B17,buyer,bid,12,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,6,S1,seller,ask,12,12,True,12,B21,0
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,6,B1,buyer,bid,7,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,6,B4,buyer,bid,9,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,7,B8,buyer,bid,14,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,7,B3,buyer,bid,15,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,7,B7,buyer,bid,16,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,8,B18,buyer,bid,17,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,9,S4,seller,ask,16,12,True,17,B18,5
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,10,B22,buyer,bid,4,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,10,B23,buyer,bid,5,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,10,B1,buyer,bid,6,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,11,B1,buyer,bid,7,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,11,B7,buyer,bid,8,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,11,B8,buyer,bid,9,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,11,B22,buyer,bid,5,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,12,B3,buyer,bid,16,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,2,13,S3,seller,ask,16,12,True,16,B3,4
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B7,buyer,bid,1,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B6,buyer,bid,2,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,S3,seller,ask,13,12,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B14,buyer,bid,3,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B21,buyer,bid,4,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B17,buyer,bid,5,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,S2,seller,ask,12,12,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B1,buyer,bid,6,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B3,buyer,bid,7,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B2,buyer,bid,8,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B9,buyer,bid,9,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,1,B24,buyer,bid,13,20,True,12,S2,8
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,B22,buyer,bid,13,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,B7,buyer,bid,14,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,S3,seller,ask,13,12,True,14,B7,2
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,B21,buyer,bid,5,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,B11,buyer,bid,6,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,B20,buyer,bid,7,13,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,S4,seller,ask,13,12,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,B23,buyer,bid,8,8,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,B19,buyer,bid,9,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,2,B6,buyer,bid,14,15,True,13,S4,2
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,3,S1,seller,ask,12,12,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,3,B15,buyer,bid,12,13,True,12,S1,1
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,3,B22,buyer,bid,14,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,3,B5,buyer,bid,14,15,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,3,B9,buyer,bid,15,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,3,B1,buyer,bid,16,17,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,4,B8,buyer,bid,17,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,4,B14,buyer,bid,18,20,False,,,
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,4,S3,seller,ask,17,12,True,18,B14,6
16,57,qwen2.5-coder-32B,baseline,20260401_122557,3,5,B3,buyer,bid,15,15,False,,,
